Name,Cuisine,Latitude,Longitude
Peking Express,chinese,43.6567259,-79.364735
Habibz Corner,indian,43.6557977,-79.3640815
King Solomon and Queen of Sheba,ethiopian,43.6558418,-79.3639126
Princess Kitchen,african,43.6558535,-79.3638467
Wood 900 Grill + Bar,pizza,43.6558978,-79.3636762
Kinton Ramen,ramen,43.6518243,-79.3651564
Freshii,salad,43.6603044,-79.3428218
OJA,korean,43.6496661,-79.3767054
Lee Restaurant,asian,43.6471089,-79.3994113
Casa 73,italian,43.6416949,-79.3781058
Don Alfonso 1890,italian,43.6408536,-79.3752565
The Cannery,,43.6901725,-79.5835832
Saigon Express Pho,vietnamese,43.7856616,-79.3521109
BIWON Korean Restaurant,korean,43.6530677,-79.3968432
Kabob Guys,,43.7833956,-79.2864383
Chungchun Rice Dog Scarborough,,43.8048966,-79.2882431
Zen Kyoto,japanese,43.6511782,-79.3799331
Pumpernickel’s,,43.6509682,-79.3798503
Flamin' Frost,wings,43.7885865,-79.3309615
Rosemary & Thyme,brunch;breakfast;greek,43.7881989,-79.3304224
Paramount Fine Foods,middle_eastern;shawarma,43.7756244,-79.3250737
Buk Chang Dong Soon Tofu,korean,43.7755886,-79.3252357
Chuck E. Cheese,pizza,43.7754782,-79.3257772
Aladdin Shawarma House,shawarma;middle_eastern,43.7756032,-79.3308728
Viva Shawarma,shawarma,43.7858898,-79.3518949
India Waale,indian,43.7855562,-79.3528433
Halibut House,fish_and_chips,43.7739135,-79.3229578
Konak Turkish Cuisine,turkish,43.771739,-79.3206428
Smoke 'n' Roti,indian,43.7442232,-79.4867845
3A Noodle,noodle;chinese,43.8076145,-79.3563499
Tagpuan Toronto,filipino,43.7884364,-79.330591
Dilli Wala,indian,43.7935163,-79.3244891
Lahmajoun Factory,,43.7934188,-79.3245675
Shanghai Frozen Dim Sum,chinese,43.791734,-79.312867
Happy Lamb Hot Pot,mongolian;hotpot,43.7915519,-79.3127962
Jikoni Grill,,43.7912706,-79.3128112
Magic Noodle,noodle,43.814456,-79.2943595
Midori Ramen,ramen,43.8147579,-79.2929084
Nantha,indian,43.7981065,-79.3182258
Fisherman Lobster King,seafood;chinese,43.7984485,-79.3182526
Swiss Chalet,chicken,43.768136,-79.1903646
Scotty Bons Caribbean Grill,,43.7714662,-79.1866649
Noodle Delight,noodle,43.7725454,-79.3207101
WooJoo Bunsik,korean,43.6663457,-79.4046874
The Salad House,mediterranean;salad,43.6694383,-79.3857554
East End Vine,,43.6670594,-79.3446669
Tender Shawarma & Grill,shawarma,43.7619239,-79.4901087
Kiyomio,japanese,43.6600778,-79.3781202
Crying Tiger,thai,43.6600618,-79.3782148
Mattachioni,italian;sandwich,43.6648627,-79.4548976
The New Buffallo Restaurant,,43.6548376,-79.3685234
Dejavu,,43.6558548,-79.3638244
L&P Village Green Jamaican Restaurant,jamaican,43.7674399,-79.4697966
Kothur Indian Cuisine,indian,43.6679521,-79.3856636
Xihe Peking Duck,chinese,43.6679268,-79.3856577
Completo,,43.6626303,-79.33401
Sanuki Udon,japanese,43.6615915,-79.3814392
White Lily Dinner,,43.6586847,-79.3511967
Royal Baithak,indian;burger;pizza;kebab,43.6591644,-79.3479361
Est,french,43.6589426,-79.3489914
Kibo Sushi,,43.6585225,-79.3598038
Lucie,,43.6496862,-79.3783328
Dhillon's Karahi,indian,43.6969155,-79.3712491
Bao House,dim_sum,43.6654117,-79.3849211
Hi Hoi Tod,thai,43.6631478,-79.3840134
Madras Curry,indian,43.6699464,-79.382868
Fish Buy Buy,chinese,43.6647531,-79.3849369
Le Lert,thai,43.6613003,-79.3813691
Impact Kitchen,,43.6561907,-79.356996
The Orange Snail,caribbean,43.7727177,-79.5086193
Aloette,,43.6440928,-79.3777282
Koz Kapadokya,turkish,43.7630606,-79.4914388
Souv Like,,43.6794967,-79.3452089
Ehwa Restaurant,korean,43.6678376,-79.3849346
Wow! Shushi Bar,,43.6584938,-79.3853978
Cafe 85°,,43.6582445,-79.3845251
Thai on Yonge,thai,43.6585675,-79.3820705
Mo Gou Yan Hand Filled Noodle,noodle;chinese,43.6556765,-79.3845183
J-San Sushi Bar,sushi,43.6563564,-79.3745032
Kinton Ramen,ramen,43.7267203,-79.3419043
Leslie's Sandwhich Room,,43.661242,-79.3386927
Goods & Provisions,,43.6622766,-79.3351765
B & B Fish and Chips,,43.6622324,-79.3353934
Ricky + Oliver,,43.6613004,-79.3395637
Pizza Hut,pizza,43.7433564,-79.4865733
Wynona,,43.6670755,-79.3446015
Descendant,pizza,43.6628886,-79.3323886
Sarvi Indian Cuisine,indian,43.6665049,-79.3746097
Tinga Kim Taqueria,mexican,43.6630059,-79.3318804
YAYA Greek Bistro,greek,43.663033,-79.3317352
Jules Bistro,french,43.6637548,-79.3285254
Daymi,lebanese,43.6645577,-79.3250412
Tatsuro's,,43.6645766,-79.3249687
Eulalie's Corner Store,,43.6725842,-79.3217927
Alpha’s Shawarma,arab;kebab;lebanese;mediterranean,43.6548524,-79.3800971
Good Bro Catering,chinese,43.653383,-79.3965231
More than Noodles Authentic Chinese Food & B.B.Q.,chinese,43.6532005,-79.3962466
Rooster Coffee House,coffee,43.6696006,-79.3800032
Seoul Food,korean,43.6720209,-79.376892
SaiGon Shop,,43.7421881,-79.5143539
Yu Seafood,,43.7249789,-79.4551277
Mandy's,,43.7162578,-79.4005778
Ruby’s Mediterranean Cuisine,middle_eastern,43.7475157,-79.2870894
Dimmi Bar & Trattoria,italian,43.6700367,-79.3926967
Chauhan’s,,43.7953321,-79.3197059
Harihar Thal,,43.7414866,-79.5894742
Mirage Mediterranean Restaurant,mediterranean,43.7064478,-79.37561
Tiarré's Brunch N Cakes,breakfast,43.7063405,-79.375574
My Roti Place/My Dosa Place,indian,43.7055658,-79.3752844
Pho Anh Vu,,43.7670473,-79.4120099
My Sushi,,43.7764217,-79.4150242
Misato Sushi,,43.7774666,-79.4152079
Pho Dac Biet,,43.7729104,-79.4134971
Pizzeria Libretto,pizza,43.7660935,-79.4124181
Mr. Greek,greek,43.7641574,-79.4119887
Ehwa,korean,43.763004,-79.4115632
Bairradino,portuguese,43.6625872,-79.4449202
Maha's Egyptian Brunch,,43.671695,-79.328483
Kinton Ramen,ramen,43.7708757,-79.2783169
Yakiniku Legend,,43.651503,-79.3900565
Taco Fuego,mexican,43.691673,-79.4389168
Wings N Dip,chicken,43.6804034,-79.4308849
New Hong Fatt BBQ Restaurant,chinese,43.6532539,-79.3959266
Jakylynne's Catering and Take-out,filipino,43.7834449,-79.2862178
The Thamel Express,,43.7682694,-79.2677957
Lin Garden Restaurant,,43.7758286,-79.317855
Daldongnae,korean,43.7624682,-79.4114639
Grilltime,,43.7047107,-79.3614388
La Casetta,,43.7034035,-79.3634821
House of Gourmet,chinese,43.6532469,-79.3972222
Pinkeryon's Snack Bar,,43.6689798,-79.3372595
Pepper's Food & Drink,,43.6621587,-79.4446523
Lakay Kusina,filipino,43.7592356,-79.310989
Oruma Multicuisine Bistro,,43.7592504,-79.3109272
Express Pizza,pizza,43.7592849,-79.3107851
Cosmic Pizza & Donair,pizza,43.7587882,-79.3096596
Malone's Tavern,,43.7588058,-79.3095986
Ruby's Mediterranean Cuisine,mediterranean,43.7233642,-79.2992929
MexiTaco Cantina,,43.7626866,-79.290856
Rosa's Pasta Express,pasta;pizza,43.781993,-79.1724146
Hung Food,chinese,43.7870991,-79.2740074
Federick Restaurant,,43.7749377,-79.2409205
Island Spice  Flava,caribbean,43.7869257,-79.2583637
Fuego's Halal Kitchen,,43.8036462,-79.1993054
General Public,british;new_canadian;cocktails,43.6695655,-79.4378195
Firehouse Subs,sandwich,43.8353684,-79.2552204
El Chino Antojitos Bar,mexican,43.6583633,-79.4413172
Calabar Grill,,43.6873739,-79.4909441
Kim’s Noodle,,43.7071182,-79.397394
CU Tteobokki,korean,43.7757953,-79.4142575
House of China Restaurant,chinese,43.7309468,-79.2751605
Timeout,,43.7316337,-79.2681774
Biryani Bar,,43.7834474,-79.2861809
Chengdu Street Food,chinese,43.6534817,-79.3948109
Mad Radish,,43.7101342,-79.3628903
Casa Tabasco,,43.6654604,-79.4854018
Xola,mexican,43.6726533,-79.288179
G-Express,,43.6471638,-79.404796
Pho Vietnamese Cuisine,vietnamese,43.7836111,-79.2880545
Evolving Space,,43.7299145,-79.2800501
Chako,,43.723574,-79.2905476
Titans Fine Greek Grill,,43.7258416,-79.2864743
Tandoori Haven Indian Cuisine,indian,43.7380417,-79.5661673
The Lime Viet & Thai Cuisine,vietnamese,43.6150914,-79.5246035
Kebabs & More Authentically Indian,indian,43.7358786,-79.5632323
6ixty Wings,,43.7353059,-79.5590795
Pizza Hut,pizza,43.7575262,-79.3116138
Bitondo's Pizzeria,pizza;sandwich;italian,43.6541209,-79.4132943
Ché Peru Restaurant,,43.7010637,-79.4259516
Aura Dessert Cafe,,43.7010331,-79.4260925
Mexology Bistro & Bar,mexican,43.6960977,-79.449009
Café de Churros,,43.6960492,-79.4492672
Veracruz Mexican Food,mexican,43.6960524,-79.4491901
Taste of Manila Cuisine,,43.6962056,-79.4485121
Souperlicious,,43.6973785,-79.4430599
La Bochinche,,43.6972688,-79.4434612
Delicious Jamaican Cuisine & Coffee,,43.6974972,-79.4424191
Bienvenido A Casa,,43.6975881,-79.4419783
Massawa Restaurant,,43.6972215,-79.4438055
Culture Café,,43.6977458,-79.4412953
Region,,43.6604004,-79.5117203
One Stop Waffle Shop,,43.6656268,-79.4745869
Mr. Puff’s Dessert Bar,,43.6740581,-79.4710592
Chien Tam,asian;vegan,43.6652965,-79.4662833
Nodo,,43.6653392,-79.4656016
Tino’s,,43.6655835,-79.4689896
Kanto by Tita Flips,,43.6655838,-79.4690536
Inside Lagos Kitchen,african,43.7644156,-79.4897057
Mardin Restaurant,middle_eastern,43.7644392,-79.4892878
Stacked,,43.7139375,-79.5559981
Madras Marina,,43.7139621,-79.55586
Craft Smokehouse,,43.7104713,-79.3988472
Benny’s Barbeque,,43.7104749,-79.3988359
Moru Japanese Katsu,japanese,43.7071809,-79.3980429
Caribbean Bistro,,43.7085171,-79.3989618
Que Burria! Taqueria,mexican,43.7084889,-79.3989489
Cong Caphe,,43.7085916,-79.3989597
Spotato,,43.7115486,-79.3991962
Sushi Gen Japanese Restaurant,sushi,43.7142871,-79.4001571
Roberto’s Ristorante,,43.7151734,-79.4004059
Bestung M,,43.7152181,-79.4004059
The Captain’s Boil,,43.7158141,-79.4000785
Himalayan Momo House,,43.7158109,-79.4000245
Pizza Geo,pizza,43.6895634,-79.3547146
Denny's,american,43.7621801,-79.4091468
Jokbal Night Market Korean Restaurant,korean,43.7617399,-79.4088663
Nome Izakaya,japanese,43.7625264,-79.4114616
KRAY,korean,43.7625974,-79.4114656
Kajiken,japanese,43.7625803,-79.4114823
DENJ,,43.762637,-79.41148
Modu Three Brothers,,43.762849,-79.4115315
Han Ba Tang,korean,43.762902,-79.4115445
SOUPER Hot Pot & Tea,chinese,43.7638664,-79.4112952
Sushi Moto,japanese,43.763991,-79.4113313
Grillies,,43.7641453,-79.4113686
Nene Chicken,korean,43.7636412,-79.4112536
Nakwon Kisa,korean,43.7637623,-79.411284
Sun Chinese Cuisine,chinese,43.7644826,-79.4102578
3rd Mom Spicy Hot Pot,chinese,43.7645075,-79.4100991
Gimbap Shop,chinese;korean,43.764354,-79.4107829
hay sushi,japanese,43.7644067,-79.4105647
Jatujak Thai Restaurant,thai,43.8318572,-79.2666697
Z&Z European Grill & Deli,,43.6872927,-79.3554656
Tastee,,43.756677,-79.5256906
Yungshang Rice Noodles,chinese,43.7725664,-79.4133989
Heartbreak Chef,,43.6548823,-79.4005425
Tako Yaki 6ix,japanese,43.6550285,-79.3997649
Taco Loco,mexican,43.6550508,-79.3996692
Veggie D'Light,,43.6550436,-79.3997204
Tov Li Pizza & Falafel,,43.7294192,-79.4318774
Biryani & Barbeque,,43.7315337,-79.4040821
6 Cloud,,43.7294333,-79.4035343
Kristapson’s,,43.7296997,-79.4036226
Chophop + Pantry,,43.7284074,-79.4032916
Shiroshi Japanese Sushi,,43.7321329,-79.4042593
Mr. Coco,,43.7321049,-79.4042554
Coco Spoon,,43.6456108,-79.5219993
Sukho Thai,thai,43.6534742,-79.3557159
Earls,american,43.7265386,-79.4533659
Pizzeria Badiali,pizza,43.6637707,-79.4117587
Southern Aroma On The GO,asian,43.8078799,-79.2342776
Mineral,,43.6777662,-79.3895635
Il Burratino,pizza,43.6653994,-79.4731777
Yue Lai Buffet,chinese,43.65317,-79.39758
Magical Taste of China,chinese,43.6532967,-79.3969244
Zhang Liang Spicy Hotpot,chinese,43.6532732,-79.3971002
Matsutei Sukiyaki,japanese,43.6535394,-79.3957183
The Islands Caribbean Cookshop,caribbean,43.6380387,-79.4182251
Sundays Pasta Lab,italian;pasta,43.6379826,-79.4185125
Aloette,american,43.6379988,-79.4184244
Xe Kem Vietnamese Sweets House,vietnamese,43.7513632,-79.5435958
Moe'z Cafe,,43.7513357,-79.5437193
Kilimanjaro Restaurant & Lounge,,43.7512572,-79.5484588
Phoenix Restaurant,,43.6520394,-79.4343724
El Mitote By Sinaloa Factory,mexican,43.6524169,-79.4336859
Leeko Bistro Korean Food,korean,43.6588742,-79.4427312
Tikka Lounge,,43.7427378,-79.5889685
Shaad,asian;indian,43.689774,-79.2911455
Hawa Beirut Restaurant & Lounge,lebanese,43.6528139,-79.3665794
Good Fork,,43.6498595,-79.4334626
Floret,,43.649832,-79.4373884
Pasta Forever,,43.6498274,-79.4378159
Pho Phuong Fine Vietnamese Cuisine,vietnamese,43.6496934,-79.4350222
Chat Bar,,43.7730113,-79.4140693
The Poke Box,,43.7732428,-79.4141122
Lee Yakiniku,,43.7733847,-79.4141992
La Ciel Fine Dine,,43.7345175,-79.6042371
Freshii,salad,43.7305089,-79.6000837
Hakka Town,,43.7149684,-79.5938706
The Original Rupatis Resto & Bar,,43.7362514,-79.6052981
Royal Paan,,43.7354849,-79.605435
Mr. Khaman,indian,43.7431541,-79.6059988
Eji's Kitchen,,43.7345111,-79.6058781
Taqueria El Tapatio,mexican,43.6800023,-79.3386826
Fuego's,,43.6804808,-79.3377785
Zobel Ethiopian Restaurant,,43.6814642,-79.3332142
Adi Bikrampur,bangladeshi,43.6904875,-79.292177
Kabaria,middle_eastern,43.6909743,-79.2900051
Dhoom,indian,43.6775344,-79.3511622
Lumi Shawarma Bar / Satori Sandwich Bar,shawarma;sandwich,43.6777236,-79.3502358
Elizabeth Bar and Restaurant,ethiopian;eritrean,43.6823427,-79.3275104
Mezes,greek,43.6780407,-79.3502127
Zam Zam Lahori Kitchen,pakistani,43.6797929,-79.3413057
Sarang Kitchen,korean,43.6796309,-79.3421419
Fushun Stone Pot,chinese,43.6532628,-79.3971505
Hey Noodles,chinese,43.6532962,-79.3969727
Good Brothers BBQ,chinese,43.65332,-79.3968369
Qing Shu Hot Pot,chinese,43.6535256,-79.3957921
Mix2 Grill & Hot Pot,chinese,43.653549,-79.3956692
Four Season Cafe & Bistro,chinese,43.6535716,-79.3955419
Fu-Panda Fast Hot Pot,chinese,43.6536013,-79.3953997
Ka Chi,korean,43.653677,-79.3950596
Grill Gate,,43.7642029,-79.4113669
Viaggio,,43.6499795,-79.4390201
Mike's,burger;mexican,43.6223667,-79.5216199
Chubby's Jamaican Kitchen,jamaican,43.6453116,-79.400651
Mealtor's Jamaican Fusion Cuisine,caribbean,43.7349704,-79.5589609
Mi Lou,,43.6494048,-79.427914
Stefano’s,,43.6493163,-79.4245317
Juicy Dumpling,,43.6526591,-79.3986335
XTP,,43.6502036,-79.4169588
Eno-Teca Sociale,,43.6495801,-79.4256645
fifteen twelve,,43.6497936,-79.4325055
Slow South Pizza,pizza,43.6499421,-79.4347331
Hong Kong Bistro Cafe,chinese;hong_kong,43.6533354,-79.3968147
Good Brother All-Day Breakfast,breakfast,43.6532854,-79.3969689
Xiaojungan Hotpot,,43.6535596,-79.3956687
Kim Vietnamese Restaurant,vietnamese,43.6527498,-79.3993722
Bánh mì Ba Le 2,vietnamese;sandwich,43.6527974,-79.3991429
KL Kitchen Seafood Cuisine,seafood;chinese,43.6528187,-79.3990758
Lisboa à Noite,portuguese,43.651844,-79.40878
Patchmon’s Thai Desserts,thai,43.6543029,-79.3908807
E. L. Ruddy,,43.6494018,-79.4277454
Pos Bueno Mexican Restaurant,mexican,43.6873567,-79.4901079
La Carnita,,43.7076587,-79.3945223
Soos,malaysian,43.6462689,-79.4197309
Central,american;mexican;sushi,43.6467742,-79.4199133
